,best_train_loss,best_train_loss_idx,best_test_loss,best_test_loss_idx,best_train_auc,best_train_auc_idx,best_test_auc,best_test_auc_idx,std,n_hidden,drop,batchnorm,batchsize,act,encoding,identifier,seed,elapsed_seconds
0,0.41871637969970704,463,0.6779643980187147,2,0.768,463,0.6493,490,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,94,70
0,0.4230727452945709,484,0.6357855182333091,285,0.7625,484,0.6654,473,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,95,65
0,0.4196273504447937,464,0.6466053541992948,2,0.7698,451,0.6628,343,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,95,58
0,0.4284161937713623,433,0.5999503860168586,428,0.7515,457,0.69,93,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,96,64
0,0.4211402295303345,450,0.6070896872767696,481,0.766,450,0.6821,456,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,96,56
0,0.4278520178604126,450,0.6642957548103711,2,0.7452,469,0.6612,129,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,97,65
0,0.41977881719589233,496,0.6645594459555724,2,0.7639,496,0.6535,206,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,97,54
0,0.43287449741363526,453,0.6298856303464397,90,0.7449,453,0.6654,83,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,98,65
0,0.42687262231826784,409,0.6411894690442843,407,0.7574,459,0.6797,417,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,98,52
0,0.427913913192749,495,0.631024296744531,85,0.7507,457,0.6865,85,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,99,59
0,0.42009097694396974,478,0.6335329199037631,491,0.7657,478,0.6896,229,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,99,53
