,AUC_baseline,AUC01_baseline,PPV_baseline,AUC_structure,AUC01_structure,PPV_structure
0,0.9065422361663316,0.8543057105293995,0.5965761071827317,0.9058578952727678,0.8525864034579651,0.5967001612703139
1,0.9066179077175182,0.8571458640157755,0.6082371914154572,0.9053105179575957,0.8555587691628739,0.6031509738245875
2,0.9109463493173481,0.8583934878917256,0.5963279990075673,0.9095108873786147,0.857691034208149,0.5969482694454782
3,0.9068698197783185,0.8541089386605849,0.5996774593722863,0.9047375628335834,0.8525715666871196,0.6004217838977794
4,0.9119188575448158,0.8573089381616148,0.6040193524376628,0.9110024967526402,0.8561891202313446,0.6011661084232726
5,0.9043658580125247,0.853774143249761,0.6069966505396353,0.9038098807662658,0.8527197677017893,0.606748542364471
6,0.9029030021643915,0.8549655924086655,0.5996774593722863,0.9015471491844571,0.8536215822066615,0.5976925939709713
7,0.9053214034621978,0.8546490918728118,0.6029028656494232,0.9037731824881318,0.8532107024113563,0.6038952983500806
8,0.9087579496163483,0.8568418808984939,0.6004217838977794,0.9086492117091262,0.8558624874101323,0.6004217838977794
9,0.9086511859770005,0.8574192677654248,0.6115866517801761,0.9072726932993345,0.8565947689622262,0.6093536782036968
10,0.9083690783807791,0.854407962121041,0.594839349956581,0.907466828591057,0.8536996921271736,0.5964520530951495
11,0.9073073801047788,0.8560857350962433,0.6045155687879916,0.9065896444192493,0.8555364711202387,0.6019104329487657
12,0.909837005330351,0.8581535729060337,0.606872596452053,0.908641035377323,0.856274438471748,0.6086093536782037
13,0.9096174877631176,0.8569616200054392,0.6029028656494232,0.9084973478983117,0.8556688133907272,0.6048877310507381
14,0.9096310578001435,0.8554869826850413,0.6025307033866766,0.908506062219079,0.8542338068329836,0.602778811561841
15,0.9092091292889609,0.8579169218534186,0.6021585411239301,0.9079667034329811,0.8560051873671648,0.5984369184964644
16,0.9095299374406927,0.8578104034033569,0.6032750279121697,0.9086020952449313,0.8556705809410047,0.6029028656494232
17,0.904974498875804,0.8538346670770172,0.6031509738245875,0.9041313819695713,0.8532273422554872,0.6033990819997519
18,0.9116477291099201,0.8608611869886147,0.606872596452053,0.9110169496692844,0.8591452285415936,0.6024066492990944
19,0.9113514644774022,0.8594347846281414,0.6102220568167721,0.9102711962621837,0.8586803487382364,0.6118347599553405
