,AUC_baseline,AUC01_baseline,PPV_baseline,AUC_structure,AUC01_structure,PPV_structure
0,0.9449503591580345,0.8662120879479379,0.721939393939394,0.9468818883999056,0.8692616869868761,0.7298787878787879
1,0.9446886851149329,0.8639373930194314,0.7142424242424242,0.9465481268152615,0.8667322620634752,0.7201212121212122
2,0.9428186142891207,0.8631953580430911,0.7136969696969697,0.945075008065127,0.865506472123358,0.719939393939394
3,0.9450967876683769,0.8658876870826244,0.7223636363636363,0.9467926012598094,0.8684367024888987,0.7302424242424242
4,0.9457276440907952,0.8659162970966201,0.7148484848484848,0.9473260187775676,0.8676333448710064,0.7197575757575757
5,0.9458174564452156,0.8659253292676574,0.7187272727272728,0.9472832344485382,0.867850308441402,0.721939393939394
6,0.9442943691420971,0.8650570155608321,0.7223636363636363,0.9464517769560058,0.8675007402565149,0.7286666666666667
7,0.9457026174406435,0.8642275776950745,0.7195757575757575,0.947158268967977,0.866506798594637,0.7283636363636363
8,0.9435009024020654,0.8647061687084949,0.7162424242424242,0.9456109644448757,0.8676901660564005,0.7246666666666667
9,0.9461364222561236,0.8651723170460475,0.7123636363636363,0.9485362021787889,0.8687024074103802,0.717939393939394
10,0.9430930174463373,0.8615901999564082,0.7089696969696969,0.9456236748443949,0.8651503946133201,0.7173939393939394
11,0.9452405500695878,0.8655304117258689,0.7175151515151516,0.947344391341211,0.868929871576168,0.7247878787878788
12,0.9413336886591646,0.8596753779968156,0.7112727272727273,0.9435805076940995,0.8630290634834138,0.7211515151515151
13,0.9416857274593856,0.8620281763753774,0.719939393939394,0.9433901157207697,0.8648798383591425,0.7275757575757575
14,0.9461109670371411,0.8669894156297546,0.7215151515151516,0.9479735742642019,0.8704266237552752,0.7298787878787879
15,0.9442071756928924,0.8638722145889559,0.7158787878787879,0.9458528717007606,0.8663562679475494,0.7232727272727273
16,0.9459100180240605,0.8673225694674651,0.7253939393939394,0.9481281552663083,0.8697375589929681,0.734909090909091
17,0.9434077816302266,0.8619277192083803,0.7124848484848485,0.9457016107851125,0.8658083114397723,0.7206060606060606
18,0.9459864703703103,0.8678423161308504,0.7213939393939394,0.9478142007342777,0.8699951490774763,0.7292727272727273
19,0.9453064692969049,0.8665087706544239,0.7192727272727273,0.9474638697700459,0.8694598034546066,0.725030303030303
20,0.9461350059009925,0.8671581287238699,0.7183030303030303,0.9480193727691367,0.8699748484995996,0.7246060606060606
21,0.9445085983697659,0.8637187362383673,0.7142424242424242,0.9461385243576048,0.8657736207591652,0.7193939393939394
22,0.9452835699820098,0.864833815901151,0.7234545454545455,0.9472255997597814,0.8664465450284391,0.7317575757575757
23,0.9429528390976873,0.8633178789796525,0.714,0.9452492930265288,0.8660459876447475,0.7198787878787879
24,0.9448916616711656,0.8673858617955719,0.726,0.94676760224097,0.8699402807571176,0.732
25,0.9445290258211352,0.8637917455482811,0.7129696969696969,0.9465384626638238,0.8669577755860599,0.7191515151515151
26,0.9433833963943544,0.8635958640969152,0.7205454545454546,0.9458707801962967,0.8669069885017893,0.7298181818181818
27,0.9447000654242624,0.8661528091058328,0.7141818181818181,0.946810968820306,0.868610880940083,0.7206060606060606
28,0.9448239188982464,0.8645864612220164,0.7214545454545455,0.9464262945193267,0.8674678368365619,0.7278787878787879
29,0.9435267570034042,0.8619150615698208,0.7068484848484848,0.9454153354485664,0.8650985042293333,0.7138787878787879
30,0.9444320510718476,0.8643006824009487,0.7185454545454546,0.9463181114264495,0.8669035427649514,0.7252727272727273
31,0.9442057691235343,0.8652535217673272,0.719030303030303,0.9461392956457655,0.8687129212967506,0.7267272727272728
32,0.9434482211774626,0.8667685552631595,0.7195151515151516,0.9454470992595805,0.8692798180466987,0.7258181818181818
33,0.946142113019693,0.8647152722277539,0.7122424242424242,0.9481799867045188,0.8679288058945087,0.7176363636363636
34,0.9413876952866529,0.8623296112788947,0.7133939393939394,0.9434060063725155,0.8651347604254931,0.7195151515151516
35,0.9424231313932653,0.8629552638313628,0.7176969696969697,0.9443713190802374,0.8656365764454419,0.7256363636363636
36,0.9424253512239135,0.8622765897228418,0.7087272727272728,0.9446024261068567,0.8656448157921706,0.7178181818181818
37,0.9427595086299974,0.8598331784130393,0.7068484848484848,0.9444622699403645,0.8624369829196024,0.7162424242424242
